"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"
"08/07/2015"	"07:57:57"	"-29.345852"	"00.916793"	"4"	"0.0"	""	"4"	"3.4"	"201"	"2666"
"08/07/2015"	"07:57:58"	"-29.345852"	"00.916795"	"4"	"0.0"	""	"4"	"3.4"	"201"	"2676"
"08/07/2015"	"07:58:00"	"-29.345852"	"00.916793"	"4"	"0.0"	""	"4"	"3.4"	"202"	"2692"
"08/07/2015"	"07:58:01"	"-29.345852"	"00.916793"	"4"	"0.0"	""	"4"	"3.4"	"202"	"2714"
"08/07/2015"	"07:58:04"	"-29.345852"	"00.916792"	"4"	"0.0"	""	"4"	"3.4"	"203"	"2730"
"08/07/2015"	"07:58:05"	"-29.345853"	"00.916792"	"4"	"0.0"	""	"4"	"3.4"	"203"	"2740"
"08/07/2015"	"07:58:06"	"-29.345855"	"00.916793"	"4"	"0.0"	""	"4"	"3.4"	"202"	"2750"
"08/07/2015"	"07:58:07"	"-29.345857"	"00.916795"	"4"	"0.0"	""	"4"	"3.4"	"205"	"2760"
"08/07/2015"	"07:58:08"	"-29.345857"	"00.916798"	"4"	"0.0"	""	"4"	"3.4"	"204"	"2770"
"08/07/2015"	"07:58:09"	"-29.345858"	"00.916802"	"4"	"0.0"	""	"4"	"3.4"	"204"	"2780"
"08/07/2015"	"07:58:10"	"-29.345857"	"00.916805"	"4"	"0.0"	""	"4"	"3.4"	"205"	"2790"
"08/07/2015"	"07:58:11"	"-29.345857"	"00.916805"	"4"	"0.0"	""	"4"	"3.4"	"204"	"2800"
"08/07/2015"	"07:58:13"	"-29.345853"	"00.916800"	"4"	"0.0"	""	"4"	"3.4"	"205"	"2816"
"08/07/2015"	"07:58:14"	"-29.345852"	"00.916795"	"4"	"0.0"	""	"4"	"3.4"	"205"	"2838"
"08/07/2015"	"07:58:15"	"-29.345848"	"00.916795"	"4"	"0.0"	""	"4"	"3.4"	"206"	"2848"
"08/07/2015"	"07:58:17"	"-29.345850"	"00.916795"	"4"	"0.0"	""	"4"	"3.4"	"205"	"2864"
"08/07/2015"	"07:58:18"	"-29.345847"	"00.916795"	"4"	"0.0"	""	"4"	"3.4"	"205"	"2874"
"08/07/2015"	"07:58:19"	"-29.345843"	"00.916792"	"4"	"0.0"	""	"4"	"3.4"	"205"	"2884"
"08/07/2015"	"07:58:20"	"-29.345845"	"00.916795"	"4"	"0.0"	""	"4"	"3.4"	"206"	"2894"
"08/07/2015"	"07:58:21"	"-29.345843"	"00.916797"	"4"	"0.0"	""	"4"	"3.4"	"206"	"2904"
"08/07/2015"	"07:58:23"	"-29.345840"	"00.916792"	"4"	"0.0"	""	"4"	"3.4"	"206"	"2914"
"08/07/2015"	"07:58:24"	"-29.345838"	"00.916793"	"4"	"0.0"	""	"4"	"3.4"	"206"	"2924"
"08/07/2015"	"07:58:26"	"-29.345835"	"00.916790"	"4"	"0.0"	""	"4"	"3.4"	"206"	"2940"
"08/07/2015"	"07:58:28"	"-29.345837"	"00.916793"	"4"	"0.0"	""	"4"	"3.4"	"206"	"2968"
"08/07/2015"	"07:58:30"	"-29.345840"	"00.916793"	"6"	"0.0"	""	"4"	"3.4"	"206"	"2984"
"08/07/2015"	"07:58:31"	"-29.345842"	"00.916792"	"4"	"0.0"	""	"5"	"3.6"	"206"	"2994"
"08/07/2015"	"07:58:33"	"-29.345847"	"00.916792"	"4"	"0.0"	""	"5"	"3.6"	"205"	"3004"
"08/07/2015"	"07:58:35"	"-29.345860"	"00.916790"	"4"	"0.0"	""	"5"	"3.6"	"204"	"3020"
"08/07/2015"	"07:58:36"	"-29.345862"	"00.916790"	"4"	"0.0"	""	"5"	"3.6"	"204"	"3030"
"08/07/2015"	"07:58:40"	"-29.345868"	"00.916790"	"2"	"0.0"	""	"5"	"3.6"	"204"	"3058"
"08/07/2015"	"07:58:41"	"-29.345868"	"00.916790"	"2"	"0.0"	""	"5"	"3.6"	"204"	"3068"
